#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.854768	0.815753
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.897891	0.748688
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.947235	0.658897
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01974	0.485981
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08028	0.244294
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.933463	0.685639
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.975987	0.597816
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02193	0.479541
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01878	0.488748
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.805729	0.882321
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.805881	0.882127
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.99759	0.546076
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.809311	0.877757
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.800646	0.88872
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.850599	0.821779
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03349	0.443828
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.906691	0.733819
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.930802	0.690643
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02303	0.476264
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.890197	0.761335
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.886091	0.767956
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.940252	0.672638
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06997	0.300763
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.945452	0.662443
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.863485	0.802906
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.914794	0.719722
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.08812	0.189926
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02084	0.482748
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02766	0.462236
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.93367	0.685247
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01625	0.496008
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08243	0.230737
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03156	0.450012
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.863488	0.802902
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00216	0.534323
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01184	0.508373
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.996951	0.547693
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.878151	0.780513
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.933774	0.685051
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.915736	0.718058
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.88388	0.771484
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.939655	0.673796
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.813326	0.872591
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.893191	0.756451
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.940301	0.672543
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.863925	0.802249
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.82668	0.854993
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04699	0.397475
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.994727	0.553279
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04972	0.387375
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.837189	0.840678
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08082	0.240982
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.889967	0.761708
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.807159	0.880504
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.926269	0.699051
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.953453	0.646329
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.921953	0.706927
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.914394	0.720428
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.874296	0.786498
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.849612	0.823195
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04806	0.393533
#stretch: 6
#F: 0.295499	Period: 1
0.295499	275.047
#starting from: -1.09055	0.169523
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.832039	0.847745
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.979624	0.5895
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.854038	0.816813
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.0342	0.441511
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.891467	0.75927
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05099	0.382549
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.812355	0.873846
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02524	0.469633
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.866725	0.798046
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.896235	0.751437
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.864896	0.800796
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.880051	0.777537
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.989426	0.566319
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.0052	0.526357
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.943976	0.665358
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01611	0.496426
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.952188	0.648911
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.838703	0.838581
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.965822	0.620311
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.989377	0.566439
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.81952	0.864508
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05579	0.363739
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.996536	0.548741
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.94579	0.661773
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.909242	0.729424
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.818489	0.865863
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06018	0.345542
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.983537	0.580384
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.868102	0.795966
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00825	0.518195
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.974087	0.602103
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.900141	0.744928
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.887871	0.765096
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02812	0.460798
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.834344	0.844595
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.979338	0.59016
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.979114	0.590676
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.846699	0.827351
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.904579	0.737428
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04584	0.401666
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.942934	0.667406
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.969474	0.612351
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.82589	0.856052
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.832361	0.847307
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.874671	0.78592
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.969866	0.611489
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04847	0.392037
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02686	0.4647
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00857	0.517325
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.914289	0.720612
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.916236	0.717172
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02809	0.460908
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.870078	0.792964
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.812772	0.873307
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.873879	0.787142
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.97932	0.590202
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.831261	0.848805
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.834062	0.844982
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.862857	0.803843
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.899362	0.746232
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.04231	0.414208
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03694	0.432495
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.999503	0.541198
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.83018	0.850272
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.965069	0.621936
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03385	0.442667
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00952	0.514748
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.844183	0.830913
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08055	0.242662
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.814096	0.871593
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.09002	0.174173
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.923481	0.704153
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.983571	0.580306
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.815911	0.869234
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.955842	0.641411
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05824	0.353708
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.985777	0.575086
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.904309	0.737886
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.9851	0.576694
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.894346	0.754555
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.0186	0.489286
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.801336	0.887857
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.822435	0.860657
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.08868	0.185482
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.814107	0.871579
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.896314	0.751307
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.967997	0.615587
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.845368	0.829238
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.930375	0.69144
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03085	0.452254
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.94473	0.66387
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.872684	0.78898
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.967798	0.61602
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.844233	0.830841
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.902864	0.740339
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.832867	0.846617
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07808	0.257437
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.812382	0.873811
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.87705	0.782231
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05863	0.3521
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.826478	0.855264
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.867071	0.797524
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.882109	0.774294
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01005	0.513301
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.882982	0.77291
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03795	0.429132
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.96829	0.614946
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06876	0.306682
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.842259	0.833618
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.85339	0.817752
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.863105	0.803473
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06086	0.342655
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.854726	0.815813
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.88554	0.768837
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04953	0.388054
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.868833	0.794857
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.981854	0.584329
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.917531	0.714869
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.914201	0.720767
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.812229	0.874008
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.848385	0.82495
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05893	0.350828
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.884913	0.769839
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01618	0.496209
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.803165	0.885559
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.987777	0.570303
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04905	0.389868
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08125	0.238298
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00016	0.539516
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.826099	0.855771
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03987	0.422618
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02664	0.465382
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.89317	0.756485
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.821982	0.861257
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.936685	0.679512
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.976153	0.597441
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05993	0.346608
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.804975	0.883275
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.944912	0.663512
#stretch: 44
#F: 0.296397	Period: 1
0.296397	344.162
#starting from: -0.802192	0.886783
#stretch: 48
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.858365	0.810491
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.00802	0.518815
#stretch: 5
#F: 0.296397	Period: 1
0.296397	281.33
#starting from: -1.06305	0.333092
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.913091	0.722717
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.029
#starting from: -1.09356	0.140067
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.01258	0.506319
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.981925	0.584163
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.975411	0.59912
#stretch: 46
#F: 0.296397	Period: 1
0.296397	331.596
#starting from: -0.830115	0.85036
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.029
#starting from: -1.09613	0.108677
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.98764	0.570632
#stretch: 48
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.8785	0.779968
#stretch: 5
#F: 0.296397	Period: 1
0.296397	281.33
#starting from: -1.05506	0.366674
#stretch: 5
#F: 0.296397	Period: 1
0.296397	281.33
#starting from: -1.07255	0.287711
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.029
#starting from: -1.09468	0.127279
#stretch: 5
#F: 0.296397	Period: 1
0.296397	281.33
#starting from: -1.05822	0.353786
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.960329	0.632037
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.04373	0.409201
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.03947	0.423999
#stretch: 48
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.860488	0.807361
#stretch: 5
#F: 0.296397	Period: 1
0.296397	281.33
#starting from: -1.06983	0.301446
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.979342	0.59015
#stretch: 7
#F: 0.296397	Period: 1
0.296397	268.764
#starting from: -1.08712	0.19772
#stretch: 48
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.863002	0.803627
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.00132	0.536504
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.923809	0.703556
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -1.03915	0.425066
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.961257	0.630077
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.928784	0.694404
#stretch: 48
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.884067	0.771187
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.963449	0.625412
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.987149	0.571808
#stretch: 6
#F: 0.296397	Period: 1
0.296397	275.047
#starting from: -1.09208	0.155207
#stretch: 49
#F: 0.296397	Period: 1
0.296397	319.03
#starting from: -0.926499	0.698629
#stretch: 44
#F: 0.296397	Period: 1
0.296397	344.162
#starting from: -0.800241	0.889227
#stretch: 7
#F: 0.296397	Period: 1
0.296397	268.764
#starting from: -1.08564	0.208726
#stretch: 48
#F: 0.296397	Period: 1
