#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.09474	0.126613
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.892352	0.757825
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.837005	0.840932
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.994319	0.554297
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.06119	0.341222
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.960179	0.632354
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.888849	0.763519
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00248	0.533513
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.857261	0.812112
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.829474	0.851229
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.853076	0.818207
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.877313	0.781821
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.942471	0.668314
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.09605	0.109672
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.801768	0.887315
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.96446	0.623246
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.920174	0.710138
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.03703	0.432195
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.951532	0.650245
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05013	0.385828
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.03994	0.422385
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05955	0.348246
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00256	0.533283
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.87356	0.787632
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.853864	0.817066
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.853952	0.816938
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.01462	0.500615
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.0607	0.343328
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.820217	0.86359
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.916958	0.715889
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.924071	0.703078
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.814955	0.870478
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00931	0.515314
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.961076	0.630459
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00927	0.515411
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.970501	0.610089
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.821256	0.862219
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.09812	0.0756837
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.872976	0.788531
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.878517	0.779942
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.827596	0.853761
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.926052	0.699451
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.95583	0.641436
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.970067	0.611046
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.922106	0.706649
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.957598	0.637765
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.834527	0.844344
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04228	0.414307
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.894632	0.754084
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.986059	0.574413
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.992405	0.559036
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.834574	0.84428
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.945605	0.662139
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.894969	0.753529
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.908134	0.731336
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.999468	0.541287
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.948921	0.655522
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.822759	0.860227
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.96017	0.632374
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.969138	0.613089
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.939717	0.673674
#stretch: 7
#F: 0.2946	Period: 1
0.2946	268.764
#starting from: -1.08424	0.218595
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.984093	0.579075
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.849027	0.824032
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.945317	0.66271
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.893367	0.756163
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.01953	0.486591
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.966573	0.618685
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.89149	0.759232
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.0925	0.151049
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04509	0.404363
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.919086	0.71209
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.918556	0.71304
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.900919	0.74362
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.08915	0.181553
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04066	0.419916
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05852	0.352561
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.823681	0.859002
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.982942	0.581782
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.853149	0.818101
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00974	0.514143
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.875348	0.784873
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.887723	0.765335
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.855345	0.814912
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.970316	0.610496
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.995857	0.55045
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05481	0.367648
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.819237	0.864881
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.01862	0.489234
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.914983	0.719388
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.988375	0.568863
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.858334	0.810538
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.899224	0.746464
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.872468	0.789311
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.907361	0.732667
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04454	0.406327
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.965835	0.620282
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.826889	0.854712
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.911114	0.726174
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05733	0.357492
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.819393	0.864676
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.856203	0.81366
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.876411	0.783223
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.937948	0.677088
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.957123	0.638754
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.865565	0.799792
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.87861	0.779795
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.91564	0.718227
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.889246	0.762877
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.06155	0.339654
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.968789	0.613854
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.09899	0.0556475
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.836901	0.841077
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05651	0.360814
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.85433	0.816388
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.00722	0.520968
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.952369	0.648543
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.809144	0.877971
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.02645	0.46594
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.870985	0.791581
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.924127	0.702976
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.914829	0.719661
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.929319	0.693409
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.02335	0.475321
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.987297	0.571456
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.03668	0.433372
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.967892	0.615816
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.853132	0.818126
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.06357	0.330781
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.07901	0.252002
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.810457	0.876289
#stretch: 7
#F: 0.2946	Period: 1
0.2946	268.764
#starting from: -1.08296	0.227223
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.835209	0.843408
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.886868	0.766709
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.920911	0.708811
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.992332	0.559218
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.952433	0.648411
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.999521	0.541152
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.807972	0.879469
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04168	0.416401
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.961074	0.630465
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.976761	0.59606
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.04066	0.419907
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.997974	0.545101
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.933273	0.685999
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.029
#starting from: -1.095	0.123492
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.905191	0.736383
#stretch: 7
#F: 0.2946	Period: 1
0.2946	268.764
#starting from: -1.08564	0.208721
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.804139	0.884332
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.831645	0.848282
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.856627	0.813041
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.928266	0.695365
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.946474	0.660414
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.985946	0.574684
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.851616	0.820315
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.833771	0.845381
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.922626	0.705707
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.01951	0.486649
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.886902	0.766654
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.886196	0.767788
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.998514	0.543728
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.897359	0.749572
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.869158	0.794364
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.03372	0.443072
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.984227	0.578759
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.990068	0.564759
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.926054	0.699446
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.836661	0.841408
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.88959	0.76232
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.934026	0.684574
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.07834	0.255927
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05066	0.383789
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.810787	0.875865
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.019	0.488111
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.948638	0.65609
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.944059	0.665195
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.014	0.502372
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05383	0.371545
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.929701	0.692699
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -1.01814	0.490614
#stretch: 7
#F: 0.2946	Period: 1
0.2946	268.764
#starting from: -1.08547	0.209924
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.986327	0.573774
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.846404	0.82777
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.931948	0.688493
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.872273	0.78961
#stretch: 49
#F: 0.2946	Period: 1
0.2946	312.746
#starting from: -0.89802	0.748472
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.965719	0.620533
#stretch: 49
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.9949	0.552848
#stretch: 48
#F: 0.2946	Period: 1
0.2946	319.03
#starting from: -0.817529	0.867122
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.05262	0.376269
#stretch: 5
#F: 0.2946	Period: 1
0.2946	281.33
#starting from: -1.0811	0.239246
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01604	0.496609
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.84998	0.822667
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.850253	0.822276
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.949764	0.653823
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03421	0.441498
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.04032	0.421086
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07582	0.270255
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07087	0.296293
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.829911	0.850637
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.909845	0.728379
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04921	0.389277
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08057	0.242491
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.920631	0.709315
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.968212	0.615116
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.929212	0.693608
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06469	0.325737
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.882212	0.774131
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.883041	0.772816
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.894391	0.754481
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.80035	0.889091
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.868516	0.795339
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.08072	0.241599
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.846754	0.827273
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00046	0.538728
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.852992	0.818329
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.944774	0.663784
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.866183	0.798863
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04789	0.39417
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.962302	0.627858
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.818804	0.86545
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02899	0.458119
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.878345	0.780211
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.868784	0.794932
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07924	0.250607
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02811	0.460846
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.802992	0.885778
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01956	0.486495
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.00393	0.529708
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07386	0.280861
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.04947	0.388288
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.813772	0.872013
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02307	0.476165
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03005	0.454801
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.934403	0.683859
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.89128	0.759574
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.859259	0.809177
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.899094	0.746682
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.973492	0.603438
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.9423	0.668648
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.993484	0.55637
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.973841	0.602655
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01082	0.511201
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.974203	0.601843
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02059	0.483476
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.911279	0.725885
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02719	0.463669
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.865369	0.800086
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.977462	0.594461
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.975086	0.599855
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02767	0.4622
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.996266	0.549421
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.904072	0.738289
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.806016	0.881957
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06505	0.324098
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.883312	0.772387
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.03412	0.441767
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.06804	0.310131
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.802873	0.885927
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.938052	0.676888
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.0419	0.415626
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05234	0.37734
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.951825	0.649651
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.96497	0.622149
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.982391	0.583073
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.08623	0.204441
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05625	0.361877
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.04165	0.416502
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.885321	0.769186
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.929741	0.692623
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.88395	0.771374
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.07881	0.253185
#stretch: 46
#F: 0.295499	Period: 1
0.295499	331.596
#starting from: -0.803583	0.885033
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.029
#starting from: -1.09477	0.126291
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.953009	0.647237
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02418	0.472843
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.906044	0.734925
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.880203	0.777298
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.08955	0.178253
#stretch: 7
#F: 0.295499	Period: 1
0.295499	268.764
#starting from: -1.08351	0.22359
#stretch: 5
#F: 0.295499	Period: 1
0.295499	281.33
#starting from: -1.05529	0.365749
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.01722	0.493258
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.979773	0.589157
#stretch: 48
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.859361	0.809025
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -1.02323	0.475672
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.944823	0.663686
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.942673	0.667918
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.957358	0.638265
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.912866	0.723113
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.03
#starting from: -0.945546	0.662257
#stretch: 49
#F: 0.295499	Period: 1
0.295499	319.029
#starting from: -1.09541	0.118269
